Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,pdays,Previous,Poutcome,Deposit
69,retired,Married,Secondary,No,3588,Yes,No,Cellular,10,dec,429,1,-1,0,unknown,Yes
66,retired,Married,Unknown,No,2540,No,No,Telephone,10,dec,441,2,156,1,other,Yes
32,management,Divorced,Tertiary,No,883,Yes,No,Cellular,10,dec,798,1,185,5,other,Yes
47,management,Single,Tertiary,No,4402,No,No,Telephone,10,dec,805,1,190,1,other,Yes
58,management,Married,Tertiary,No,256,No,No,Cellular,10,dec,422,1,188,3,success,Yes
64,retired,Married,Primary,No,43,No,No,Cellular,10,dec,232,1,-1,0,unknown,Yes
72,retired,Married,Primary,No,3856,No,No,Cellular,10,dec,582,4,115,1,other,Yes
79,retired,Married,Primary,No,3025,No,No,Cellular,11,dec,166,3,126,3,other,Yes
30,technician,Married,Secondary,No,2326,No,No,Cellular,14,dec,420,1,175,2,failure,Yes
36,management,Married,Tertiary,No,925,No,No,Cellular,14,dec,321,3,189,4,success,Yes
53,entrepreneur,Married,Tertiary,No,1961,No,No,Cellular,15,dec,351,1,-1,0,unknown,Yes
34,management,Married,Tertiary,No,2037,No,No,Cellular,15,dec,324,2,-1,0,unknown,Yes
29,student,Single,Secondary,No,459,No,No,Cellular,15,dec,279,3,189,19,other,Yes
29,management,Single,Tertiary,No,572,No,No,Cellular,16,dec,314,1,195,1,success,Yes
81,retired,Divorced,Secondary,No,452,No,No,Telephone,16,dec,443,1,-1,0,unknown,Yes
57,retired,Married,Secondary,No,5313,No,No,Cellular,16,dec,283,2,196,1,success,Yes
72,retired,Married,Secondary,No,1533,No,No,Cellular,16,dec,546,2,-1,0,unknown,Yes
34,services,Married,Secondary,No,1337,No,No,Cellular,17,dec,330,2,127,3,success,Yes
57,management,Divorced,Unknown,No,2986,No,No,Cellular,17,dec,222,2,231,1,failure,Yes
66,housemaid,Married,Primary,No,1230,No,No,Cellular,17,dec,726,3,-1,0,unknown,Yes
27,student,Single,Secondary,No,538,No,No,Cellular,18,dec,170,4,197,2,success,Yes
50,management,Married,Tertiary,No,5108,Yes,No,Cellular,18,dec,406,1,182,2,failure,Yes
75,retired,Divorced,Secondary,No,1341,No,No,Cellular,18,dec,415,7,-1,0,unknown,Yes
50,services,Married,Secondary,No,320,No,No,Telephone,21,dec,294,3,315,4,success,Yes
32,admin.,Single,Secondary,No,131,Yes,No,Cellular,21,dec,322,1,189,1,success,Yes
59,retired,Married,Primary,No,2074,No,No,Cellular,21,dec,467,1,186,2,success,Yes
68,retired,Married,Secondary,No,1443,No,No,Telephone,21,dec,2062,2,257,1,success,Yes
31,technician,Married,Tertiary,No,3338,Yes,No,Cellular,21,dec,264,2,-1,0,unknown,Yes
64,self-employed,Married,Tertiary,No,661,No,No,Cellular,21,dec,367,2,294,2,failure,Yes
30,unemployed,Divorced,Secondary,No,7105,No,No,Cellular,22,dec,321,2,-1,0,unknown,Yes
60,admin.,Married,Secondary,No,3735,No,No,Cellular,22,dec,190,1,188,9,success,Yes
35,management,Single,Tertiary,No,538,No,No,Cellular,22,dec,410,3,165,2,other,Yes
72,retired,Married,Primary,No,4657,No,No,Cellular,22,dec,305,3,309,5,success,Yes
30,blue-collar,Married,Primary,No,5,No,No,Cellular,23,dec,282,1,203,1,success,Yes
52,unemployed,Divorced,Secondary,No,230,No,No,Cellular,24,dec,422,2,-1,0,unknown,Yes
33,management,Married,Tertiary,No,1808,No,No,Cellular,28,dec,250,3,-1,0,unknown,Yes
84,retired,Married,Secondary,No,81204,No,No,Telephone,28,dec,679,1,313,2,other,Yes
43,management,Married,Tertiary,No,3518,No,No,Cellular,28,dec,206,2,196,2,success,Yes
39,technician,Single,Tertiary,No,25,Yes,No,Cellular,28,dec,315,1,210,2,success,Yes
25,technician,Married,Tertiary,No,2551,No,No,Cellular,28,dec,400,3,-1,0,unknown,Yes
38,admin.,Married,Secondary,No,11303,No,No,Cellular,28,dec,473,2,216,2,failure,Yes
44,management,Married,Unknown,No,2724,No,No,Cellular,28,dec,893,1,-1,0,unknown,Yes
20,student,Single,Unknown,No,755,No,No,Cellular,29,dec,284,1,-1,0,unknown,Yes
32,management,Single,Tertiary,No,718,Yes,No,Cellular,29,dec,155,1,197,1,success,Yes
23,services,Single,Secondary,No,870,No,No,Cellular,29,dec,296,1,176,4,success,Yes
35,unemployed,Married,Secondary,No,978,No,No,Cellular,29,dec,1370,3,209,3,success,Yes
61,management,Married,Secondary,No,544,No,No,Cellular,29,dec,63,3,200,9,success,Yes
46,management,Divorced,Tertiary,No,461,No,No,Cellular,30,dec,369,2,-1,0,unknown,Yes
70,retired,Married,Primary,No,2795,No,No,Cellular,8,jan,301,2,-1,0,unknown,Yes
25,technician,Single,Secondary,No,139,No,Yes,Cellular,11,jan,202,1,91,1,success,Yes
57,retired,Married,Secondary,No,1044,No,No,Telephone,11,jan,585,1,192,2,success,Yes
55,admin.,Married,Secondary,No,1633,No,No,Cellular,11,jan,210,1,192,2,success,Yes
33,management,Married,Tertiary,No,6513,Yes,No,Cellular,11,jan,170,1,343,1,other,Yes
73,retired,Married,Primary,No,1388,No,No,Telephone,11,jan,767,2,83,1,success,Yes
34,unemployed,Single,Secondary,No,15,No,No,Cellular,12,jan,377,1,-1,0,unknown,Yes
31,technician,Single,Secondary,No,2544,No,No,Cellular,12,jan,229,1,279,2,success,Yes
25,blue-collar,Single,Secondary,No,2007,No,No,Cellular,12,jan,265,2,-1,0,unknown,Yes
30,technician,Married,Tertiary,No,2166,No,No,Cellular,12,jan,316,2,-1,0,unknown,Yes
28,self-employed,Single,Tertiary,No,4579,No,No,Cellular,12,jan,409,2,-1,0,unknown,Yes
21,student,Single,Secondary,No,2488,No,No,Telephone,12,jan,661,2,92,1,success,Yes
87,retired,Married,Primary,No,2190,No,No,Telephone,12,jan,512,2,-1,0,unknown,Yes
22,student,Single,Secondary,No,254,No,No,Cellular,13,jan,143,2,-1,0,unknown,Yes
28,self-employed,Single,Tertiary,No,1579,No,No,Cellular,13,jan,163,1,91,3,failure,Yes
31,unemployed,Married,Tertiary,No,330,No,No,Cellular,13,jan,260,1,194,2,success,Yes
60,retired,Married,Secondary,No,938,No,No,Cellular,13,jan,380,3,-1,0,unknown,Yes
41,technician,Single,Unknown,No,5372,Yes,No,Cellular,13,jan,248,3,-1,0,unknown,Yes
24,student,Single,Secondary,No,3176,No,No,Cellular,13,jan,108,2,-1,0,unknown,Yes
54,management,Divorced,Tertiary,No,496,No,No,Cellular,13,jan,452,3,-1,0,unknown,Yes
35,technician,Single,Tertiary,No,0,No,No,Cellular,14,jan,187,7,-1,0,unknown,Yes
70,retired,Divorced,Primary,No,482,No,No,Telephone,14,jan,372,1,196,2,success,Yes
62,blue-collar,Married,Secondary,No,180,No,No,Cellular,14,jan,183,1,90,4,other,Yes
59,technician,Married,Primary,No,4198,No,No,Cellular,14,jan,309,1,91,10,success,Yes
48,unemployed,Married,Secondary,No,817,No,No,Cellular,14,jan,517,1,282,4,success,Yes
45,admin.,Married,Secondary,No,5021,No,No,Cellular,14,jan,233,1,-1,0,unknown,Yes
36,admin.,Married,Unknown,No,991,No,No,Cellular,14,jan,589,2,-1,0,unknown,Yes
33,services,Single,Secondary,No,133,No,No,Cellular,14,jan,305,2,274,1,success,Yes
32,admin.,Married,Secondary,No,366,No,No,Cellular,14,jan,366,2,-1,0,unknown,Yes
60,retired,Divorced,Tertiary,No,979,Yes,No,Cellular,15,jan,295,3,347,1,failure,Yes
39,management,Married,Tertiary,No,2939,No,No,Cellular,15,jan,348,2,-1,0,unknown,Yes
37,admin.,Single,Secondary,No,4803,No,No,Cellular,15,jan,396,2,-1,0,unknown,Yes
85,retired,Married,Primary,No,1255,No,No,Cellular,15,jan,233,3,-1,0,unknown,Yes
79,retired,Married,Primary,No,8556,No,No,Telephone,18,jan,326,2,272,2,success,Yes
64,retired,Married,Secondary,No,588,No,No,Cellular,18,jan,366,1,91,2,failure,Yes
42,technician,Married,Secondary,No,994,Yes,No,Cellular,18,jan,453,1,67,9,success,Yes
47,blue-collar,Married,Secondary,No,820,No,No,Cellular,18,jan,262,1,91,1,success,Yes
66,retired,Married,Secondary,No,203,No,No,Cellular,18,jan,353,1,195,1,success,Yes
61,retired,Married,Secondary,No,86,No,No,Cellular,25,jan,639,1,94,1,success,Yes
27,admin.,Married,Tertiary,No,2855,No,No,Cellular,25,jan,240,1,301,3,failure,Yes
63,retired,Married,Secondary,No,474,No,No,Cellular,25,jan,423,1,-1,0,unknown,Yes
36,management,Married,Tertiary,No,203,No,No,Cellular,25,jan,255,1,88,1,success,Yes
38,unemployed,Married,Primary,No,7005,Yes,No,Cellular,25,jan,696,1,202,2,success,Yes
92,retired,Married,Unknown,No,775,No,No,Cellular,26,jan,164,4,96,3,success,Yes
77,retired,Married,Secondary,No,4112,No,No,Telephone,26,jan,1616,1,95,2,success,Yes
30,admin.,Single,Secondary,No,255,No,No,Cellular,27,jan,143,1,-1,0,unknown,Yes
81,retired,Married,Primary,No,243,No,No,Cellular,27,jan,340,1,92,1,success,Yes
42,unknown,Single,Unknown,No,942,No,No,Cellular,27,jan,245,1,92,2,success,Yes
48,admin.,Divorced,Secondary,No,1180,No,No,Cellular,27,jan,142,1,238,3,other,Yes
52,services,Married,Secondary,No,992,Yes,No,Cellular,27,jan,342,1,92,2,success,Yes
38,housemaid,Divorced,Secondary,No,70,No,No,Cellular,27,jan,164,4,92,4,success,Yes
61,admin.,Married,Unknown,No,4629,Yes,No,Cellular,27,jan,181,1,92,1,success,Yes
20,student,Single,Unknown,No,829,No,No,Cellular,27,jan,196,3,202,2,success,Yes
39,admin.,Married,Secondary,No,0,No,No,Cellular,27,jan,366,1,436,10,failure,Yes
44,technician,Married,Secondary,No,2776,Yes,No,Cellular,27,jan,701,1,-1,0,unknown,Yes
73,retired,Married,Primary,No,279,No,No,Cellular,28,jan,399,3,-1,0,unknown,Yes
36,student,Single,Tertiary,No,129,No,No,Cellular,28,jan,918,1,93,1,success,Yes
48,management,Married,Tertiary,No,157,No,No,Cellular,28,jan,417,4,-1,0,unknown,Yes
52,services,Married,Secondary,No,659,No,No,Cellular,28,jan,390,4,93,1,success,Yes
30,blue-collar,Married,Secondary,No,2493,No,No,Cellular,28,jan,293,2,-1,0,unknown,Yes
36,management,Married,Tertiary,No,3949,No,No,Cellular,28,jan,130,2,-1,0,unknown,Yes
80,retired,Married,Primary,No,997,No,No,Cellular,28,jan,151,1,91,3,success,Yes
33,technician,Married,Tertiary,No,1699,No,No,Cellular,28,jan,202,1,83,3,success,Yes
56,technician,Married,Tertiary,No,1181,No,No,Cellular,28,jan,186,1,433,1,failure,Yes
54,admin.,Married,Secondary,No,0,No,No,Cellular,28,jan,161,1,98,2,failure,Yes
34,admin.,Married,Tertiary,No,0,No,No,Cellular,28,jan,155,2,-1,0,unknown,Yes
66,retired,Married,Tertiary,No,1948,No,No,Cellular,28,jan,216,1,91,4,success,Yes
52,blue-collar,Married,Primary,No,306,No,No,Cellular,28,jan,223,1,-1,0,unknown,Yes
60,retired,Married,Secondary,No,18967,Yes,No,Cellular,29,jan,177,2,-1,0,unknown,Yes
28,admin.,Single,Secondary,No,261,Yes,Yes,Cellular,29,jan,254,3,142,6,success,Yes
56,retired,Divorced,Primary,No,694,No,No,Cellular,29,jan,144,1,102,1,other,Yes
36,technician,Married,Tertiary,No,202,No,No,Cellular,29,jan,313,1,120,3,failure,Yes
45,management,Single,Tertiary,No,4831,No,No,Cellular,29,jan,479,11,-1,0,unknown,Yes
60,management,Married,Unknown,No,264,No,No,Telephone,1,feb,265,1,-1,0,unknown,Yes
33,entrepreneur,Single,Secondary,No,278,No,No,Cellular,1,feb,563,5,-1,0,unknown,Yes
77,retired,Married,Tertiary,No,7802,No,No,Telephone,1,feb,483,2,-1,0,unknown,Yes
66,retired,Married,Primary,No,3629,No,No,Cellular,2,feb,474,1,172,2,other,Yes
45,management,Married,Tertiary,No,547,No,No,Cellular,2,feb,577,1,-1,0,unknown,Yes
30,student,Single,Unknown,No,4468,No,No,Cellular,2,feb,204,1,-1,0,unknown,Yes
56,services,Married,Secondary,No,1989,No,No,Cellular,3,feb,336,2,281,2,failure,Yes
64,housemaid,Married,Unknown,No,2645,No,No,Telephone,3,feb,219,2,-1,0,unknown,Yes
30,technician,Single,Tertiary,No,4060,No,No,Cellular,3,feb,179,1,93,1,other,Yes
33,technician,Married,Secondary,No,303,Yes,No,Cellular,3,feb,355,1,301,5,success,Yes
72,retired,Married,Primary,No,2600,No,No,Cellular,3,feb,443,2,82,3,success,Yes
44,technician,Married,Tertiary,No,1818,Yes,Yes,Cellular,3,feb,508,1,92,4,failure,Yes
37,admin.,Single,Secondary,No,728,No,No,Cellular,3,feb,129,1,174,2,other,Yes
52,blue-collar,Married,Secondary,No,955,No,Yes,Cellular,3,feb,153,1,48,3,success,Yes
37,technician,Single,Secondary,No,265,Yes,Yes,Cellular,3,feb,140,1,366,2,failure,Yes
34,management,Married,Tertiary,No,123,No,No,Cellular,3,feb,301,3,-1,0,unknown,Yes
78,retired,Married,Unknown,No,4807,No,No,Telephone,3,feb,892,2,104,4,success,Yes
45,admin.,Married,Secondary,No,205,No,No,Cellular,3,feb,373,1,92,1,success,Yes
68,retired,Married,Tertiary,No,2812,No,No,Cellular,3,feb,279,2,181,1,failure,Yes
53,management,Married,Tertiary,No,6571,No,No,Cellular,3,feb,208,1,-1,0,unknown,Yes
39,services,Married,Secondary,No,2758,No,No,Cellular,4,feb,658,3,-1,0,unknown,Yes
55,management,Divorced,Tertiary,No,2037,No,No,Cellular,4,feb,305,2,94,3,success,Yes
32,student,Single,Tertiary,No,0,No,No,Cellular,4,feb,233,3,276,2,failure,Yes
76,retired,Married,Primary,No,2223,No,No,Telephone,4,feb,429,1,-1,0,unknown,Yes
35,admin.,Divorced,Secondary,No,1085,No,No,Cellular,4,feb,195,6,97,12,other,Yes
55,admin.,Married,Secondary,No,602,No,No,Cellular,4,feb,390,2,150,6,success,Yes
41,technician,Single,Tertiary,No,1646,Yes,No,Cellular,4,feb,261,1,184,6,success,Yes
35,unemployed,Single,Tertiary,No,415,No,No,Cellular,4,feb,649,1,176,1,failure,Yes
80,retired,Married,Secondary,No,2354,No,No,Telephone,4,feb,739,1,181,2,failure,Yes
38,technician,Married,Secondary,No,318,No,No,Cellular,4,feb,383,1,181,5,failure,Yes
48,blue-collar,Married,Secondary,No,1730,Yes,No,Cellular,4,feb,489,1,178,2,failure,Yes
25,management,Married,Unknown,No,448,No,No,Cellular,5,feb,151,1,297,1,success,Yes
36,admin.,Single,Tertiary,No,994,No,No,Cellular,5,feb,195,1,176,5,failure,Yes
29,housemaid,Single,Tertiary,No,19,No,No,Cellular,5,feb,110,2,64,2,success,Yes
58,unemployed,Married,Secondary,No,1625,No,No,Cellular,5,feb,286,2,-1,0,unknown,Yes
46,blue-collar,Married,Secondary,No,1144,Yes,No,Cellular,8,feb,376,2,129,3,other,Yes
23,admin.,Single,Tertiary,No,897,Yes,No,Cellular,8,feb,190,2,280,8,failure,Yes
67,retired,Divorced,Secondary,No,704,No,No,Cellular,8,feb,186,2,97,1,success,Yes
30,management,Married,Tertiary,No,1996,No,No,Cellular,8,feb,1133,3,101,1,other,Yes
22,student,Single,Secondary,No,216,No,No,Cellular,8,feb,363,1,187,1,success,Yes
45,admin.,Married,Secondary,No,1206,No,No,Telephone,8,feb,309,1,446,3,failure,Yes
40,management,Married,Tertiary,No,1855,No,No,Telephone,8,feb,78,6,-1,0,unknown,Yes
35,management,Married,Tertiary,No,62,No,No,Cellular,8,feb,469,2,185,2,failure,Yes
33,student,Married,Secondary,No,1536,No,No,Cellular,9,feb,359,1,92,3,success,Yes
60,technician,Married,Secondary,No,824,Yes,No,Cellular,9,feb,127,1,558,7,other,Yes
24,student,Single,Tertiary,No,235,No,No,Cellular,9,feb,98,1,92,1,success,Yes
18,student,Single,Unknown,No,108,No,No,Cellular,9,feb,92,1,183,1,success,Yes
65,entrepreneur,Married,Tertiary,No,2331,No,No,Telephone,9,feb,290,1,92,1,success,Yes
27,management,Single,Tertiary,No,390,No,No,Cellular,9,feb,120,2,104,2,failure,Yes
35,admin.,Single,Secondary,No,-32,No,Yes,Cellular,9,feb,63,4,182,5,failure,Yes
39,blue-collar,Single,Tertiary,No,172,Yes,No,Cellular,9,feb,125,2,183,2,failure,Yes
53,admin.,Married,Secondary,No,10541,No,No,Cellular,9,feb,164,2,92,1,success,Yes
23,student,Single,Secondary,No,480,No,No,Cellular,9,feb,742,2,182,1,failure,Yes
34,admin.,Married,Secondary,No,2374,Yes,No,Cellular,9,feb,243,2,92,3,success,Yes
36,management,Single,Tertiary,No,479,No,No,Cellular,9,feb,629,2,-1,0,unknown,Yes
52,unemployed,Married,Secondary,No,94,No,No,Cellular,10,feb,153,1,92,13,success,Yes
36,student,Single,Unknown,No,417,No,No,Cellular,10,feb,151,1,-1,0,unknown,Yes
61,retired,Married,Tertiary,No,2557,Yes,No,Cellular,10,feb,158,2,92,5,success,Yes
58,technician,Married,Secondary,No,589,Yes,No,Cellular,10,feb,511,3,183,6,success,Yes
48,unemployed,Divorced,Secondary,No,201,No,No,Cellular,10,feb,406,2,92,2,success,Yes
34,management,Divorced,Tertiary,No,2885,No,No,Cellular,10,feb,314,2,156,4,other,Yes
58,management,Married,Secondary,No,2155,No,Yes,Cellular,10,feb,135,2,92,5,success,Yes
39,technician,Divorced,Secondary,No,902,Yes,No,Cellular,10,feb,691,2,180,5,failure,Yes
44,management,Married,Tertiary,No,1791,No,No,Cellular,11,feb,71,1,190,1,success,Yes
54,unknown,Married,Secondary,No,2206,No,No,Cellular,11,feb,449,1,91,3,success,Yes
27,student,Single,Tertiary,No,5291,No,No,Cellular,11,feb,293,1,91,4,success,Yes
77,retired,Married,Secondary,No,638,No,No,Cellular,11,feb,288,1,188,1,success,Yes
30,admin.,Single,Secondary,No,4448,No,No,Cellular,11,feb,112,8,-1,0,unknown,Yes
61,retired,Married,Tertiary,No,5267,No,No,Cellular,11,feb,226,3,-1,0,unknown,Yes
76,retired,Married,Primary,No,3324,No,No,Cellular,11,feb,309,1,90,4,success,Yes
28,blue-collar,Married,Secondary,No,61,Yes,No,Cellular,11,feb,253,1,174,4,success,Yes
35,management,Married,Tertiary,No,0,Yes,No,Cellular,11,feb,391,2,92,5,success,Yes
59,technician,Married,Secondary,No,116,No,No,Cellular,11,feb,268,1,183,7,success,Yes
42,blue-collar,Married,Secondary,No,413,Yes,No,Cellular,11,feb,456,2,184,2,success,Yes
35,self-employed,Single,Tertiary,No,353,No,No,Cellular,11,feb,352,1,183,1,success,Yes
71,retired,Married,Secondary,No,1712,No,No,Cellular,11,feb,660,1,-1,0,unknown,Yes
60,retired,Married,Secondary,No,523,No,No,Cellular,11,feb,467,1,182,3,success,Yes
34,blue-collar,Married,Secondary,No,1454,Yes,No,Cellular,11,feb,231,2,297,2,failure,Yes
57,retired,Married,Primary,No,9367,No,No,Cellular,11,feb,981,1,90,6,success,Yes
75,retired,Married,Secondary,No,291,No,No,Cellular,11,feb,515,1,183,1,failure,Yes
64,retired,Married,Tertiary,No,846,No,No,Cellular,11,feb,671,1,181,3,failure,Yes
36,technician,Married,Tertiary,No,341,No,No,Cellular,12,feb,419,2,183,1,success,Yes
29,technician,Single,Secondary,No,113,No,No,Cellular,12,feb,328,2,183,4,success,Yes
34,management,Single,Tertiary,No,13014,No,No,Cellular,12,feb,637,1,183,1,success,Yes
26,unemployed,Single,Secondary,No,632,No,No,Cellular,12,feb,218,1,-1,0,unknown,Yes
41,management,Married,Tertiary,No,27696,No,No,Cellular,12,feb,138,2,184,3,success,Yes
47,blue-collar,Married,Secondary,No,3715,No,No,Cellular,12,feb,171,2,182,4,other,Yes
52,management,Married,Tertiary,No,4675,No,No,Cellular,12,feb,181,3,-1,0,unknown,Yes
32,technician,Married,Secondary,No,3271,No,No,Cellular,12,feb,375,1,374,1,other,Yes
21,student,Single,Secondary,No,123,No,No,Telephone,12,feb,379,5,93,2,success,Yes
54,technician,Married,Secondary,No,10185,No,No,Cellular,12,feb,251,1,186,3,success,Yes
29,management,Single,Tertiary,No,1026,No,No,Cellular,12,feb,138,2,92,2,success,Yes
32,management,Married,Tertiary,No,905,No,No,Cellular,12,feb,666,4,-1,0,unknown,Yes
38,services,Married,Secondary,No,775,No,No,Cellular,12,feb,1835,3,182,2,success,Yes
48,unemployed,Married,Secondary,No,926,No,No,Cellular,15,feb,382,4,185,6,success,Yes
46,management,Married,Tertiary,No,349,No,No,Cellular,15,feb,295,2,616,1,failure,Yes
32,technician,Married,Secondary,No,484,Yes,No,Cellular,15,feb,83,6,187,3,success,Yes
49,services,Married,Primary,No,1830,Yes,No,Cellular,15,feb,136,1,-1,0,unknown,Yes
37,management,Married,Tertiary,No,2987,Yes,No,Cellular,15,feb,93,1,91,9,failure,Yes
37,technician,Single,Tertiary,No,197,No,No,Cellular,15,feb,531,1,91,2,success,Yes
23,student,Single,Secondary,No,431,No,No,Cellular,15,feb,201,3,186,2,success,Yes
58,admin.,Married,Secondary,No,169,No,No,Cellular,15,feb,216,1,91,4,success,Yes
45,management,Married,Tertiary,No,226,Yes,No,Cellular,15,feb,91,4,185,6,success,Yes
30,unemployed,Single,Secondary,No,2424,No,No,Cellular,15,feb,337,1,95,2,success,Yes
23,student,Single,Secondary,No,1234,No,No,Cellular,15,feb,379,1,91,1,success,Yes
34,management,Married,Tertiary,No,271,Yes,No,Cellular,15,feb,308,1,94,4,success,Yes
27,management,Single,Tertiary,No,-69,Yes,No,Cellular,15,feb,205,3,-1,0,unknown,Yes
28,student,Single,Tertiary,No,1562,No,No,Cellular,15,feb,659,4,-1,0,unknown,Yes
61,self-employed,Divorced,Tertiary,No,52587,No,No,Cellular,15,feb,394,3,189,1,success,Yes
27,blue-collar,Single,Secondary,No,535,No,No,Cellular,15,feb,171,1,91,2,success,Yes
34,management,Single,Tertiary,No,2159,No,No,Unknown,18,feb,386,1,-1,0,unknown,Yes
52,technician,Married,Secondary,No,195,Yes,No,Cellular,18,feb,220,1,63,5,failure,Yes
28,technician,Single,Secondary,No,154,Yes,No,Cellular,18,feb,416,2,-1,0,unknown,Yes
35,management,Single,Tertiary,No,681,No,No,Cellular,18,feb,737,1,561,2,success,Yes
66,retired,Married,Secondary,No,2326,No,Yes,Cellular,18,feb,232,1,181,1,success,Yes
52,services,Married,Secondary,No,961,No,Yes,Cellular,18,feb,222,1,553,4,failure,Yes
26,admin.,Single,Tertiary,No,2532,Yes,Yes,Cellular,18,feb,269,1,-1,0,unknown,Yes
38,management,Single,Tertiary,No,455,Yes,No,Cellular,19,feb,255,2,555,6,success,Yes
59,self-employed,Married,Tertiary,No,2013,No,No,Cellular,19,feb,222,4,94,2,success,Yes
47,blue-collar,Married,Secondary,No,1568,Yes,No,Cellular,19,feb,388,1,262,7,success,Yes
22,student,Single,Unknown,No,1215,No,No,Cellular,19,feb,145,3,192,1,failure,Yes
82,retired,Married,Secondary,No,121,No,No,Telephone,19,feb,330,1,-1,0,unknown,Yes
60,retired,Divorced,Secondary,No,1,No,No,Cellular,19,feb,302,1,184,1,success,Yes
53,management,Married,Tertiary,No,597,No,No,Unknown,22,feb,392,1,-1,0,unknown,Yes
39,management,Single,Tertiary,No,763,No,No,Cellular,22,feb,543,1,189,1,failure,Yes
27,unknown,Single,Unknown,No,326,No,No,Cellular,22,feb,326,1,-1,0,unknown,Yes
35,management,Married,Tertiary,No,1380,No,No,Cellular,23,feb,155,1,-1,0,unknown,Yes
80,housemaid,Married,Primary,No,0,No,No,Cellular,23,feb,639,1,189,1,failure,Yes
47,admin.,Married,Secondary,No,368,No,No,Cellular,23,feb,269,1,187,5,success,Yes
72,retired,Divorced,Tertiary,No,438,No,No,Cellular,23,feb,279,1,-1,0,unknown,Yes
45,management,Single,Tertiary,No,483,No,No,Cellular,23,feb,95,2,265,11,other,Yes
37,unemployed,Married,Tertiary,No,7620,No,No,Telephone,23,feb,367,1,176,6,failure,Yes
29,self-employed,Single,Tertiary,No,805,No,No,Cellular,23,feb,132,1,103,7,failure,Yes
40,management,Single,Tertiary,No,0,Yes,No,Cellular,23,feb,228,2,182,6,failure,Yes
32,management,Married,Tertiary,No,302,Yes,Yes,Unknown,23,feb,61,1,384,2,failure,Yes
20,student,Single,Secondary,No,215,No,No,Cellular,24,feb,175,1,92,6,success,Yes
48,housemaid,Married,Tertiary,No,5473,No,No,Cellular,24,feb,127,2,184,2,success,Yes
60,admin.,Married,Secondary,No,106,No,No,Cellular,24,feb,137,1,187,4,success,Yes
70,retired,Married,Primary,No,2346,No,No,Cellular,24,feb,694,1,184,5,failure,Yes
78,retired,Divorced,Secondary,No,3219,No,No,Cellular,24,feb,151,1,-1,0,unknown,Yes
52,admin.,Single,Unknown,No,2227,No,No,Cellular,24,feb,242,2,-1,0,unknown,Yes
61,self-employed,Divorced,Tertiary,No,6610,No,No,Cellular,24,feb,481,2,-1,0,unknown,Yes
27,services,Single,Secondary,No,195,Yes,No,Cellular,25,feb,416,3,-1,0,unknown,Yes
63,technician,Married,Secondary,No,973,No,No,Cellular,25,feb,318,1,388,1,success,Yes
59,technician,Married,Secondary,No,7766,Yes,No,Cellular,25,feb,1422,1,461,1,failure,Yes
22,student,Single,Secondary,No,948,No,No,Telephone,25,feb,169,1,191,3,success,Yes
66,management,Married,Unknown,No,2149,Yes,No,Cellular,25,feb,98,1,87,10,failure,Yes
74,retired,Married,Primary,No,1413,No,No,Cellular,25,feb,385,2,-1,0,unknown,Yes
52,technician,Married,Secondary,No,117,No,No,Cellular,26,feb,959,3,186,6,success,Yes
71,retired,Divorced,Secondary,No,0,No,No,Cellular,26,feb,771,1,171,1,success,Yes
33,management,Married,Tertiary,No,71,No,No,Cellular,26,feb,335,3,102,2,failure,Yes
56,technician,Married,Secondary,No,1938,No,Yes,Cellular,26,feb,229,1,192,4,success,Yes
30,management,Single,Tertiary,No,5359,No,No,Cellular,26,feb,427,1,191,3,success,Yes
73,retired,Married,Unknown,No,519,No,No,Telephone,26,feb,270,3,133,2,success,Yes
28,blue-collar,Single,Secondary,No,-46,Yes,No,Cellular,2,mar,525,1,89,11,failure,Yes
27,technician,Single,Tertiary,No,1075,No,No,Cellular,2,mar,658,1,-1,0,unknown,Yes
38,services,Single,Secondary,No,91,No,No,Cellular,2,mar,207,1,-1,0,unknown,Yes
28,technician,Single,Secondary,No,598,Yes,No,Cellular,2,mar,177,1,288,2,failure,Yes
37,management,Single,Tertiary,No,1027,Yes,No,Cellular,2,mar,313,1,152,2,success,Yes
47,technician,Married,Primary,No,235,No,No,Cellular,2,mar,136,2,203,1,other,Yes
60,retired,Divorced,Tertiary,No,2,No,No,Cellular,2,mar,228,4,390,2,other,Yes
42,technician,Married,Secondary,No,4945,Yes,No,Cellular,2,mar,311,2,-1,0,unknown,Yes
27,student,Single,Tertiary,No,311,No,No,Telephone,2,mar,187,3,322,1,other,Yes
25,student,Single,Secondary,No,154,No,No,Cellular,3,mar,141,1,180,2,failure,Yes
90,retired,Divorced,Primary,No,712,No,No,Telephone,3,mar,557,1,-1,0,unknown,Yes
29,student,Single,Unknown,No,7585,No,No,Cellular,3,mar,145,2,198,1,failure,Yes
29,technician,Single,Tertiary,No,2489,Yes,No,Cellular,3,mar,355,1,86,5,failure,Yes
63,retired,Married,Secondary,No,2896,No,No,Cellular,4,mar,180,2,-1,0,unknown,Yes
32,management,Single,Tertiary,No,354,No,No,Cellular,4,mar,177,2,133,5,other,Yes
32,management,Married,Tertiary,No,2667,Yes,No,Cellular,4,mar,251,1,181,4,failure,Yes
42,management,Married,Tertiary,No,144,No,No,Cellular,4,mar,148,1,87,4,failure,Yes
